UID	Lncbook_id	Noncode_id	chr	start	end	strand
ELH002594	HSALNG0073215	N.A.	chr9	99103656	99105494	-
ELH002595	HSALNG0073216	N.A.	chr9	99119072	99132726	+
ELH002596	HSALNG0073236	NONHSAG053028.3	chr9	99391111	99906614	-
ELH002598	HSALNG0073252	NONHSAG102178.1	chr9	99863616	99866767	-
ELH002483	HSALNG0073449	NONHSAG101564.2	chr9	105490637	105644616	+
ELH002484	HSALNG0073451	NONHSAG053108.2	chr9	105553872	105575717	-
ELH002487	HSALNG0073586	NONHSAG053162.2	chr9	108868636	108878123	-
ELH002488	HSALNG0073597	N.A.	chr9	109137724	109141400	+
ELH002491	HSALNG0073929	NONHSAG101636.1	chr9	114850968	115402644	+
ELH002492	HSALNG0074026	NONHSAG114651.1	chr9	117679044	117879988	+
ELH002493	HSALNG0074029	NONHSAG114891.1	chr9	117720779	117725223	-
ELH002500	HSALNG0074541	NONHSAG053500.3	chr9	127818119	127821431	+
ELH002503	HSALNG0074544	N.A.	chr9	127828642	127843356	+
ELH002501	HSALNG0074545	N.A.	chr9	127825373	127835179	+
ELH002505	HSALNG0074631	NONHSAG101727.1	chr9	128493827	128518878	+
ELH002507	HSALNG0074634	NONHSAG053547.2	chr9	128528328	128552481	-
ELH002508	HSALNG0074635	NONHSAG053546.2	chr9	128528366	128553507	+
ELH002516	HSALNG0074879	NONHSAG114689.1	chr9	131509458	131509736	+
ELH002517	HSALNG0074880	NONHSAG053651.2	chr9	131516558	131522230	-
ELH002518	HSALNG0074955	NONHSAG101760.1	chr9	132909837	132935004	+
ELH002519	HSALNG0075017	N.A.	chr9	133540314	133543885	-
ELH002522	HSALNG0075097	NONHSAG101778.1	chr9	134754117	134755329	+
ELH002524	HSALNG0075102	NONHSAG053748.3	chr9	134819044	134872636	-
ELH002526	HSALNG0075262	N.A.	chr9	136508881	136511330	-
ELH002527	HSALNG0075265	NONHSAG053796.2	chr9	136542364	136545027	+
ELH000296	HSALNG0075830	N.A.	chr10	4975524	5107516	-
ELH000299	HSALNG0075836	NONHSAG005084.2	chr10	4995488	4997777	+
ELH000268	HSALNG0076244	N.A.	chr10	12845668	12965475	+
ELH000272	HSALNG0076338	NONHSAG105781.1	chr10	14905805	14914031	+
ELH000273	HSALNG0076339	NONHSAG060329.1	chr10	14948596	14949171	+
ELH000275	HSALNG0076494	NONHSAG005339.2	chr10	18513115	18545867	-
ELH000277	HSALNG0076602	NONHSAG106016.1	chr10	21726586	21753098	-
ELH000293	HSALNG0077878	NONHSAG005866.2	chr10	49418914	49472923	+
ELH000295	HSALNG0077886	NONHSAG105836.1	chr10	49539225	49542032	+
ELH000300	HSALNG0077984	NONHSAG005913.3	chr10	50989880	50991805	-
ELH000302	HSALNG0077991	N.A.	chr10	51467721	51470102	+
ELH000303	HSALNG0077997	NONHSAG061278.1	chr10	52120883	52140539	-
ELH000304	HSALNG0077999	NONHSAG005920.3	chr10	52193599	52425337	-
ELH000306	HSALNG0078001	NONHSAG060495.1	chr10	52290255	52295118	+
ELH000312	HSALNG0078452	NONHSAG006049.2	chr10	66078953	66275772	+
ELH000315	HSALNG0078455	NONHSAG006050.2	chr10	66894110	67012153	-
ELH000316	HSALNG0078466	N.A.	chr10	67482164	67555369	-
ELH000324	HSALNG0078896	NONHSAG006238.2	chr10	74096166	74102547	-
ELH000335	HSALNG0079412	N.A.	chr10	86716324	86716588	-
ELH000336	HSALNG0079467	N.A.	chr10	87514762	87553388	+
ELH000338	HSALNG0079494	NONHSAG060664.1	chr10	87863608	87863928	+
ELH000340	HSALNG0079505	NONHSAG061431.1	chr10	87938883	87948937	-
ELH000341	HSALNG0079507	N.A.	chr10	87950262	87958203	-
ELH000344	HSALNG0079547	NONHSAG006474.2	chr10	88932390	88941228	+
ELH000347	HSALNG0079566	NONHSAG060674.1	chr10	89138371	89292761	+
ELH000352	HSALNG0080066	N.A.	chr10	99706343	99711484	+
ELH000353	HSALNG0080067	N.A.	chr10	99706343	99767455	-
ELH000244	HSALNG0080299	N.A.	chr10	102504246	102512325	+
ELH000245	HSALNG0080304	N.A.	chr10	102594937	102600270	-
ELH000247	HSALNG0080321	NONHSAG006763.2	chr10	102817585	102835249	+
ELH000251	HSALNG0080404	N.A.	chr10	104052834	104053818	+
ELH000252	HSALNG0080405	NONHSAG105915.1	chr10	104067532	104119255	+
ELH000253	HSALNG0080608	N.A.	chr10	110816648	110842581	-
ELH000259	HSALNG0081057	NONHSAG060881.1	chr10	119607489	119677815	+
ELH000260	HSALNG0081063	NONHSAG062451.2	chr10	119670328	119726582	-
ELH000262	HSALNG0081110	NONHSAG061596.2	chr10	120753517	120869430	-
ELH000263	HSALNG0081151	N.A.	chr10	121515227	121526218	-
ELH000264	HSALNG0081218	N.A.	chr10	122576435	122621380	-
ELH000265	HSALNG0081219	N.A.	chr10	122579611	122618666	-
ELH000447	HSALNG0082009	NONHSAG063255.1	chr11	650995	674556	-
ELH000398	HSALNG0082196	N.A.	chr11	2132631	2138694	+
ELH000400	HSALNG0082235	NONHSAG007431.3	chr11	2424025	2699998	-
ELH000404	HSALNG0082241	NONHSAG007434.2	chr11	2840020	2870428	-
ELH000408	HSALNG0083414	NONHSAG007961.2	chr11	31305685	31322295	+
ELH000413	HSALNG0083476	NONHSAG007984.3	chr11	32434075	32460175	+
ELH000420	HSALNG0083672	N.A.	chr11	36580446	36646424	-
ELH000423	HSALNG0083866	NONHSAG062785.2	chr11	44301081	44326693	+
ELH000427	HSALNG0084011	NONHSAG008220.3	chr11	46846309	46874799	+
ELH000429	HSALNG0084049	NONHSAG063429.1	chr11	47331412	47332244	-
ELH000430	HSALNG0084071	N.A.	chr11	47579029	47580954	+
ELH000433	HSALNG0084522	NONHSAG106508.1	chr11	61391996	61392540	-
ELH000434	HSALNG0084524	N.A.	chr11	61398537	61401122	-
ELH000435	HSALNG0084555	NONHSAG063457.1	chr11	61795361	61796740	-
ELH000454	HSALNG0084928	NONHSAG008693.2	chr11	65655708	65659743	-
ELH000466	HSALNG0085210	NONHSAG106547.1	chr11	68033111	68036346	-
ELH000471	HSALNG0085517	N.A.	chr11	72005495	72007916	-
ELH000476	HSALNG0085692	NONHSAG009059.2	chr11	74274554	74485742	+
ELH000478	HSALNG0085697	N.A.	chr11	74444220	74467729	-
ELH000479	HSALNG0085699	NONHSAG009062.2	chr11	74455248	74456932	+
ELH000481	HSALNG0085700	N.A.	chr11	74462270	74467492	+
ELH000496	HSALNG0086490	NONHSAG106369.1	chr11	93794250	93796479	+
ELH000498	HSALNG0086524	N.A.	chr11	94479695	94512374	-
ELH000357	HSALNG0086991	NONHSAG009544.2	chr11	108252822	108253996	+
ELH000359	HSALNG0086995	N.A.	chr11	108285100	108291122	+
ELH000360	HSALNG0087148	NONHSAG063081.1	chr11	111872608	111912109	+
ELH000364	HSALNG0087168	NONHSAG063082.1	chr11	112093937	112095770	+
ELH000365	HSALNG0087228	NONHSAG009636.2	chr11	112959209	112963470	-
ELH000368	HSALNG0087503	N.A.	chr11	118130467	118133407	+
ELH000370	HSALNG0087505	N.A.	chr11	118144095	118145131	+
ELH000372	HSALNG0087519	NONHSAG063134.1	chr11	118313829	118316171	+
ELH000373	HSALNG0087523	N.A.	chr11	118334616	118339716	+
ELH000374	HSALNG0087524	NONHSAG009755.2	chr11	118339074	118342744	-
ELH000380	HSALNG0087842	NONHSAG009913.2	chr11	123653974	123675569	+
ELH000382	HSALNG0087921	NONHSAG009945.2	chr11	124883691	124887790	+
ELH000383	HSALNG0087922	NONHSAG063714.1	chr11	124884221	124885225	-
ELH000385	HSALNG0087923	NONHSAG063173.1	chr11	124891304	124945321	+
ELH000387	HSALNG0087966	NONHSAG009968.2	chr11	125683289	125887572	-
ELH000389	HSALNG0088021	NONHSAG009989.2	chr11	126239630	126304318	-
ELH000547	HSALNG0088584	NONHSAG065243.1	chr12	2211968	2239910	-
ELH000549	HSALNG0088587	NONHSAG010186.2	chr12	2269173	2290104	+
ELH000551	HSALNG0088592	N.A.	chr12	2436763	2457392	-
ELH000556	HSALNG0088594	NONHSAG010190.2	chr12	2603350	2607440	-
ELH000557	HSALNG0088595	NONHSAG065246.1	chr12	2631461	2641930	-
ELH000558	HSALNG0088597	NONHSAG010193.2	chr12	2643636	2691834	-
ELH000561	HSALNG0088600	NONHSAG010200.3	chr12	2695765	2812913	-
ELH000605	HSALNG0088846	N.A.	chr12	6347808	6355770	+
ELH000545	HSALNG0089777	NONHSAG010657.2	chr12	21662313	21887958	+
ELH000553	HSALNG0089902	NONHSAG065354.1	chr12	25209192	25227262	-
ELH000554	HSALNG0089904	NONHSAG064623.1	chr12	25225103	25225665	+
ELH000567	HSALNG0090281	N.A.	chr12	32699687	32704298	+
ELH000568	HSALNG0090287	N.A.	chr12	32714457	32778326	-
ELH000569	HSALNG0090288	NONHSAG065388.1	chr12	32736930	32737660	-
ELH000570	HSALNG0090289	N.A.	chr12	32737662	32743583	+
ELH000579	HSALNG0090876	N.A.	chr12	48778352	48782904	+
ELH000588	HSALNG0091121	N.A.	chr12	51909023	51914435	-
ELH000599	HSALNG0091648	NONHSAG011446.2	chr12	57694132	57721510	-
ELH000601	HSALNG0091654	N.A.	chr12	57739736	57748218	+
ELH000602	HSALNG0091655	N.A.	chr12	57750679	57752319	-
ELH000603	HSALNG0091663	N.A.	chr12	57797376	57801969	-
ELH000606	HSALNG0091909	NONHSAG011518.2	chr12	63804739	63822225	-
ELH000609	HSALNG0091916	NONHSAG065517.1	chr12	63994882	64020617	-
ELH000611	HSALNG0091918	NONHSAG011524.2	chr12	64038562	64098297	-
ELH000625	HSALNG0092885	NONHSAG064909.1	chr12	88050248	88064271	+
ELH000626	HSALNG0092886	NONHSAG011854.2	chr12	88054420	88082376	+
ELH000629	HSALNG0093137	NONHSAG011935.2	chr12	93773436	93850730	+
ELH000630	HSALNG0093138	NONHSAG065622.1	chr12	93785400	93976272	-
ELH000632	HSALNG0093211	N.A.	chr12	94971333	95003213	-
ELH000634	HSALNG0093383	NONHSAG012025.3	chr12	98510418	98516454	-
ELH000500	HSALNG0093515	NONHSAG012076.2	chr12	101594971	101685880	+
ELH000503	HSALNG0093518	NONHSAG012077.2	chr12	101646720	101665062	-
ELH000504	HSALNG0093557	NONHSAG012099.2	chr12	102197585	102925801	+
ELH000506	HSALNG0093632	NONHSAG064991.1	chr12	103978236	103986016	+
ELH000508	HSALNG0093895	N.A.	chr12	109553464	109555547	+
ELH000509	HSALNG0093898	N.A.	chr12	109561516	109562209	+
ELH000510	HSALNG0093913	N.A.	chr12	109784072	109789189	+
ELH000511	HSALNG0093914	N.A.	chr12	109791770	109797308	+
ELH000512	HSALNG0094001	N.A.	chr12	110641324	110641534	+
ELH000515	HSALNG0094037	N.A.	chr12	111432271	111451621	+
ELH000517	HSALNG0094116	NONHSAG065033.1	chr12	112456028	112475342	+
ELH000528	HSALNG0094549	NONHSAG012534.3	chr12	120888869	120980968	-
ELH000530	HSALNG0094572	NONHSAG012540.2	chr12	121195248	121788902	-
ELH000536	HSALNG0094749	NONHSAG012614.3	chr12	123542849	123678335	-
ELH000537	HSALNG0094766	NONHSAG012617.2	chr12	123707143	123712218	-
ELH000542	HSALNG0095325	N.A.	chr12	132658915	132659238	-
ELH000649	HSALNG0095750	NONHSAG066864.2	chr13	23715143	23738210	+
ELH000651	HSALNG0095751	N.A.	chr13	23786807	23824435	+
ELH000652	HSALNG0095752	N.A.	chr13	23853234	23859094	+
ELH000656	HSALNG0095990	N.A.	chr13	28022589	28051584	+
ELH000658	HSALNG0096006	NONHSAG013102.2	chr13	28308580	28358066	+
ELH000662	HSALNG0096218	N.A.	chr13	32379581	32380888	-
ELH000663	HSALNG0096576	N.A.	chr13	40766520	40810760	-
ELH000665	HSALNG0096857	NONHSAG013431.3	chr13	46052493	46177093	+
ELH000667	HSALNG0096978	NONHSAG013475.3	chr13	48286978	48303734	-
ELH000668	HSALNG0096982	N.A.	chr13	48357889	48364960	-
ELH000669	HSALNG0096983	N.A.	chr13	48389586	48415810	-
ELH000685	HSALNG0098442	NONHSAG068340.1	chr13	88142867	88263503	+
ELH000637	HSALNG0098976	NONHSAG067719.1	chr13	100313328	100364959	-
ELH000639	HSALNG0098982	N.A.	chr13	100510082	100519924	-
ELH000643	HSALNG0099230	NONHSAG067755.1	chr13	107465642	107527326	-
ELH000712	HSALNG0100037	NONHSAG068639.2	chr14	23383229	23418482	+
ELH000714	HSALNG0100039	N.A.	chr14	23402513	23405212	+
ELH000716	HSALNG0100042	NONHSAG107455.1	chr14	23419033	23421482	+
ELH000717	HSALNG0100043	N.A.	chr14	23423769	23427748	+
ELH000719	HSALNG0100117	NONHSAG014546.2	chr14	24241034	24242427	+
ELH000729	HSALNG0100651	NONHSAG068708.2	chr14	36320662	36657181	+
ELH000732	HSALNG0100999	NONHSAG069178.1	chr14	46595624	46820542	-
ELH000733	HSALNG0101086	NONHSAG014890.2	chr14	49545349	49862853	+
ELH000740	HSALNG0101883	NONHSAG015215.2	chr14	64422935	64448557	-
ELH000741	HSALNG0101939	NONHSAG015234.2	chr14	65077950	65101560	+
ELH000743	HSALNG0102015	NONHSAG069271.1	chr14	67072420	67189354	-
ELH000745	HSALNG0102089	NONHSAG069276.2	chr14	68388337	68600227	-
ELH000746	HSALNG0102091	N.A.	chr14	68475798	68503913	-
ELH000747	HSALNG0102098	NONHSAG069277.2	chr14	68605396	68687397	-
ELH000751	HSALNG0102422	NONHSAG015454.2	chr14	74289127	74294425	-
ELH000752	HSALNG0102423	N.A.	chr14	74289880	74292590	+
ELH000755	HSALNG0102441	NONHSAG015461.2	chr14	74494046	74495428	+
ELH000756	HSALNG0102496	N.A.	chr14	75091702	75108992	+
ELH000757	HSALNG0102497	N.A.	chr14	75118869	75126953	-
ELH000759	HSALNG0102528	N.A.	chr14	75571750	75578649	-
ELH000760	HSALNG0102530	N.A.	chr14	75627883	75640793	-
ELH000763	HSALNG0102544	NONHSAG015506.2	chr14	75981424	75982226	-
ELH000764	HSALNG0102769	NONHSAG069347.1	chr14	81049426	81172672	-
ELH000771	HSALNG0103129	N.A.	chr14	90397234	90398002	-
ELH000774	HSALNG0103229	NONHSAG107554.1	chr14	92039542	92063319	+
ELH000776	HSALNG0103271	N.A.	chr14	92555840	92586580	+
ELH000777	HSALNG0103361	N.A.	chr14	94327482	94384812	+
ELH000779	HSALNG0103421	NONHSAG015787.2	chr14	95133421	95158010	-
ELH000698	HSALNG0104026	N.A.	chr14	103697180	103699817	-
ELH000699	HSALNG0104139	NONHSAG016068.2	chr14	104775010	104775647	-
ELH000792	HSALNG0104877	NONHSAG107986.1	chr15	32722462	32730832	-
ELH000795	HSALNG0104949	NONHSAG016487.2	chr15	34336408	34340368	+
ELH000800	HSALNG0105203	NONHSAG070692.1	chr15	40142869	40239701	-
ELH000802	HSALNG0105278	NONHSAG016611.2	chr15	40729506	40731359	+
ELH000805	HSALNG0105316	N.A.	chr15	40930822	40938084	-
ELH000809	HSALNG0105588	NONHSAG016749.2	chr15	44711487	44718158	+
ELH000811	HSALNG0105746	NONHSAG016822.3	chr15	48254780	48331856	-
ELH000813	HSALNG0105756	N.A.	chr15	48415681	48418669	+
ELH000814	HSALNG0105757	N.A.	chr15	48423460	48435343	+
ELH000815	HSALNG0105759	N.A.	chr15	48523754	48526111	+
ELH000825	HSALNG0107010	NONHSAG070845.1	chr15	71657845	71660576	-
ELH000826	HSALNG0107013	N.A.	chr15	71764060	71779396	-
ELH000827	HSALNG0107052	NONHSAG017344.2	chr15	72274680	72351794	+
ELH000829	HSALNG0107053	NONHSAG070850.1	chr15	72291568	72483827	-
ELH000830	HSALNG0107054	NONHSAG070439.1	chr15	72308252	72378788	+
ELH000832	HSALNG0107058	NONHSAG017349.3	chr15	72407765	72476158	-
ELH000834	HSALNG0107109	NONHSAG017376.2	chr15	73335140	73343378	+
ELH000840	HSALNG0107484	NONHSAG017567.2	chr15	78589123	78591276	-
ELH000842	HSALNG0107704	NONHSAG017666.2	chr15	82647706	82692820	+
ELH000844	HSALNG0107761	N.A.	chr15	83899666	83931325	+
ELH000848	HSALNG0108024	NONHSAG070525.1	chr15	89264342	89295851	+
ELH000849	HSALNG0108058	N.A.	chr15	89648079	89657225	+
ELH000851	HSALNG0108154	N.A.	chr15	90754896	90758292	-
ELH000852	HSALNG0108155	NONHSAG017890.2	chr15	90790038	90790661	-
ELH000925	HSALNG0109175	NONHSAG018415.2	chr16	3551781	3589021	+
ELH000928	HSALNG0109179	NONHSAG018416.2	chr16	3601121	3609554	+
ELH000858	HSALNG0109562	NONHSAG018586.2	chr16	10842199	10918852	-
ELH000863	HSALNG0109696	NONHSAG018656.2	chr16	13791733	13926703	-
ELH000864	HSALNG0109706	NONHSAG072022.1	chr16	13916933	13920905	-
ELH000867	HSALNG0109708	NONHSAG018659.2	chr16	13928904	13935635	-
ELH000868	HSALNG0109709	N.A.	chr16	13935664	13942685	-
ELH000869	HSALNG0109710	NONHSAG072024.1	chr16	13947918	13949407	-
ELH000872	HSALNG0109824	N.A.	chr16	15703481	15703879	+
ELH000874	HSALNG0109827	N.A.	chr16	15720893	15724291	+
ELH000876	HSALNG0109828	NONHSAG018709.3	chr16	15724905	15732993	+
ELH000879	HSALNG0109831	N.A.	chr16	15758193	15764785	+
ELH000890	HSALNG0110258	N.A.	chr16	23522017	23528187	-
ELH000891	HSALNG0110266	NONHSAG018903.2	chr16	23605841	23624107	+
ELH000913	HSALNG0110697	NONHSAG071596.1	chr16	30152738	30252060	+
ELH000914	HSALNG0110699	NONHSAG019079.3	chr16	30183393	30186583	-
ELH000936	HSALNG0111363	NONHSAG071676.1	chr16	50782335	50791607	+
ELH000949	HSALNG0112225	N.A.	chr16	67658696	67660264	-
ELH000951	HSALNG0112314	NONHSAG019813.3	chr16	68807879	68823526	-
ELH000953	HSALNG0112315	N.A.	chr16	68833971	68834207	-
ELH000955	HSALNG0112316	N.A.	chr16	68835469	68837099	-
ELH000967	HSALNG0112864	N.A.	chr16	78270514	78311037	-
ELH000969	HSALNG0112865	N.A.	chr16	78418620	78437737	-
ELH000975	HSALNG0112968	NONHSAG020091.2	chr16	81046150	81087625	-
ELH000983	HSALNG0113304	NONHSAG020218.3	chr16	86473638	86510614	-
ELH000986	HSALNG0113319	NONHSAG020223.3	chr16	86564915	86569728	-
ELH000996	HSALNG0113533	NONHSAG020298.2	chr16	88708956	88710437	-
ELH001001	HSALNG0113550	NONHSAG020312.2	chr16	88856220	88861111	+
ELH001004	HSALNG0113579	N.A.	chr16	89145972	89147298	-
ELH001011	HSALNG0113658	NONHSAG108548.1	chr16	89839202	89841071	-
ELH001013	HSALNG0113669	NONHSAG020372.3	chr16	89906157	89918233	+
ELH001015	HSALNG0113670	N.A.	chr16	89916822	89918133	-
ELH001030	HSALNG0113847	N.A.	chr17	1772874	1779144	-
ELH001067	HSALNG0113961	NONHSAG072893.1	chr17	3483678	3544589	+
ELH001123	HSALNG0114069	NONHSAG020600.3	chr17	4904212	4934693	-
ELH001138	HSALNG0114140	NONHSAG072906.1	chr17	5515026	5554789	+
ELH001192	HSALNG0114334	N.A.	chr17	7665499	7668004	+
ELH001195	HSALNG0114335	NONHSAG020729.2	chr17	7676253	7687482	-
ELH001212	HSALNG0114404	NONHSAG020759.3	chr17	8172794	8224043	-
ELH001213	HSALNG0114405	NONHSAG020755.2	chr17	8174623	8186980	+
ELH001216	HSALNG0114409	N.A.	chr17	8221028	8226972	+
ELH001220	HSALNG0114427	N.A.	chr17	8314053	8328268	-
ELH001018	HSALNG0114524	NONHSAG072945.2	chr17	10278433	10658387	+
ELH001020	HSALNG0114686	NONHSAG020869.3	chr17	13755574	14069495	-
ELH001026	HSALNG0114925	NONHSAG072999.1	chr17	17207099	17217639	+
ELH001027	HSALNG0114927	NONHSAG073000.1	chr17	17213675	17213877	+
ELH001034	HSALNG0115117	NONHSAG073013.1	chr17	19359627	19364949	+
ELH001052	HSALNG0115678	NONHSAG021431.3	chr17	31089893	31103104	-
ELH001056	HSALNG0115680	NONHSAG073596.1	chr17	31193173	31220318	-
ELH001057	HSALNG0115681	NONHSAG073066.1	chr17	31214690	31220318	+
ELH001059	HSALNG0115682	N.A.	chr17	31254794	31269240	-
ELH001061	HSALNG0115692	N.A.	chr17	31349328	31391523	-
ELH001065	HSALNG0115880	NONHSAG073617.1	chr17	34549153	34571793	-
ELH001066	HSALNG0115887	N.A.	chr17	34641096	34651051	+
ELH001069	HSALNG0115978	NONHSAG021566.2	chr17	35816717	35830293	-
ELH001075	HSALNG0116119	NONHSAG021638.3	chr17	37609549	37689790	+
ELH001077	HSALNG0116123	N.A.	chr17	37704740	37724862	+
ELH001078	HSALNG0116126	N.A.	chr17	37736785	37742758	+
ELH001081	HSALNG0116242	NONHSAG108886.1	chr17	39461466	39462630	-
ELH001082	HSALNG0116245	NONHSAG073652.1	chr17	39524672	39524993	-
ELH001083	HSALNG0116265	N.A.	chr17	39665789	39666047	-
ELH001086	HSALNG0116382	NONHSAG073660.1	chr17	40603858	40638427	-
ELH001088	HSALNG0116387	N.A.	chr17	40643574	40647813	-
ELH001092	HSALNG0116459	N.A.	chr17	41754927	41755163	+
ELH001093	HSALNG0116460	NONHSAG073136.1	chr17	41786201	41788839	+
ELH001094	HSALNG0116462	NONHSAG073138.1	chr17	41801964	41868434	+
ELH001098	HSALNG0116559	NONHSAG021846.2	chr17	42683187	42699466	-
ELH001099	HSALNG0116560	NONHSAG073680.1	chr17	42688664	42691516	-
ELH001100	HSALNG0116611	N.A.	chr17	43037427	43043561	+
ELH001101	HSALNG0116612	N.A.	chr17	43038844	43040098	+
ELH001102	HSALNG0116614	N.A.	chr17	43071133	43086285	+
ELH001104	HSALNG0116615	NONHSAG073685.1	chr17	43124487	43176658	-
ELH001105	HSALNG0116616	NONHSAG021874.3	chr17	43125551	43153671	+
ELH001117	HSALNG0117101	NONHSAG022078.2	chr17	48526982	48606873	+
ELH001125	HSALNG0117177	NONHSAG022125.3	chr17	49361150	49476988	+
ELH001127	HSALNG0117179	NONHSAG022127.2	chr17	49403880	49413272	+
ELH001130	HSALNG0117264	N.A.	chr17	50185337	50185584	+
ELH001131	HSALNG0117265	N.A.	chr17	50186373	50187449	+
ELH001132	HSALNG0117266	NONHSAG108677.1	chr17	50191849	50192534	+
ELH001134	HSALNG0117269	N.A.	chr17	50192993	50199087	+
ELH001137	HSALNG0117270	NONHSAG108679.1	chr17	50199811	50216756	+
ELH001142	HSALNG0117695	NONHSAG073270.1	chr17	58218594	58233584	+
ELH001143	HSALNG0117711	NONHSAG022327.3	chr17	58324304	58418042	+
ELH001149	HSALNG0117731	N.A.	chr17	58730179	58734331	+
ELH001154	HSALNG0117887	N.A.	chr17	61458088	61467170	-
ELH001155	HSALNG0117888	NONHSAG073787.1	chr17	61482565	61483038	-
ELH001156	HSALNG0117903	N.A.	chr17	61730922	61744418	+
ELH001162	HSALNG0118215	NONHSAG073313.1	chr17	65538238	65541560	+
ELH001166	HSALNG0118368	NONHSAG022595.2	chr17	68413623	68524949	+
ELH001168	HSALNG0118453	NONHSAG073829.1	chr17	70109634	70152065	-
ELH001169	HSALNG0118454	NONHSAG022637.2	chr17	70136007	70249630	-
ELH001179	HSALNG0118778	N.A.	chr17	75724704	75725047	+
ELH001180	HSALNG0118779	NONHSAG073857.1	chr17	75725836	75736297	-
ELH001182	HSALNG0118788	NONHSAG073858.1	chr17	75796209	76073414	-
ELH001183	HSALNG0118792	NONHSAG073859.1	chr17	75827264	75828972	-
ELH001184	HSALNG0118793	NONHSAG073374.2	chr17	75827324	75860338	+
ELH001189	HSALNG0118851	NONHSAG073380.2	chr17	76538064	76792366	+
ELH001249	HSALNG0119683	N.A.	chr18	3117956	3140822	+
ELH001226	HSALNG0120305	NONHSAG023494.2	chr18	21360750	21451060	-
ELH001228	HSALNG0120308	N.A.	chr18	21514734	21528320	-
ELH001229	HSALNG0120344	NONHSAG023512.3	chr18	22103840	22172110	-
ELH001232	HSALNG0120452	N.A.	chr18	23529966	23531778	+
ELH001233	HSALNG0120456	NONHSAG074641.1	chr18	23539241	23539565	+
ELH001235	HSALNG0120474	N.A.	chr18	23859634	23872918	-
ELH001236	HSALNG0120479	NONHSAG023553.3	chr18	23954993	23982614	-
ELH001241	HSALNG0120611	NONHSAG023614.3	chr18	27921592	27966691	+
ELH001243	HSALNG0120714	N.A.	chr18	31059349	31066042	+
ELH001244	HSALNG0120716	NONHSAG075080.1	chr18	31088399	31091135	-
ELH001245	HSALNG0120717	NONHSAG075081.1	chr18	31092142	31102286	-
ELH001247	HSALNG0120718	NONHSAG023630.3	chr18	31101355	31178693	+
ELH001250	HSALNG0120728	NONHSAG023633.3	chr18	31327079	31427423	-
ELH001252	HSALNG0120735	NONHSAG023635.2	chr18	31540305	31556948	-
ELH001262	HSALNG0121560	NONHSAG023864.2	chr18	51030248	51047187	+
ELH001263	HSALNG0121608	N.A.	chr18	53299824	53326184	-
ELH001264	HSALNG0121611	NONHSAG023885.2	chr18	53480646	53899266	-
ELH001267	HSALNG0121826	NONHSAG023964.2	chr18	58671923	58780619	-
ELH001291	HSALNG0122989	NONHSAG024340.2	chr19	1189407	1219386	+
ELH001292	HSALNG0122990	NONHSAG024341.2	chr19	1220379	1220707	+
ELH001294	HSALNG0122997	NONHSAG076294.1	chr19	1257192	1259429	-
ELH001307	HSALNG0123021	NONHSAG024362.3	chr19	1385158	1389665	-
ELH001309	HSALNG0123022	NONHSAG024364.2	chr19	1392170	1396467	-
ELH001414	HSALNG0123661	N.A.	chr19	7643079	7644447	-
ELH001285	HSALNG0123982	N.A.	chr19	11011985	11018814	-
ELH001286	HSALNG0123984	N.A.	chr19	11034907	11041393	-
ELH001287	HSALNG0124000	NONHSAG109279.1	chr19	11197621	11221842	+
ELH001311	HSALNG0124349	NONHSAG024979.2	chr19	14939434	16646132	+
ELH001319	HSALNG0124565	NONHSAG109307.1	chr19	17843918	17844261	+
ELH001332	HSALNG0125424	N.A.	chr19	33299934	33301592	-
ELH001338	HSALNG0125564	NONHSAG109349.1	chr19	35039194	35040448	+
ELH001346	HSALNG0125911	N.A.	chr19	38495453	38497190	-
ELH001351	HSALNG0125913	N.A.	chr19	38535517	38537128	-
ELH001359	HSALNG0126188	NONHSAG025864.2	chr19	41361085	41364309	-
ELH001360	HSALNG0126193	NONHSAG025865.2	chr19	41397818	41400365	+
ELH001358	HSALNG0126202	NONHSAG025867.3	chr19	41337313	41501223	-
ELH001370	HSALNG0126556	N.A.	chr19	45391883	45393253	-
ELH001374	HSALNG0126695	NONHSAG026091.2	chr19	46607766	46614347	-
ELH001377	HSALNG0126715	N.A.	chr19	46751756	46755467	-
ELH001389	HSALNG0127096	NONHSAG076574.1	chr19	50406228	50409222	-
ELH001390	HSALNG0127146	N.A.	chr19	50876944	50879215	+
ELH001395	HSALNG0127572	NONHSAG076609.1	chr19	54785869	54835292	-
ELH001396	HSALNG0127573	NONHSAG109659.1	chr19	54810155	54826833	-
ELH001406	HSALNG0127986	NONHSAG026737.2	chr19	58499237	58511123	+
ELH001654	HSALNG0128330	NONHSAG081746.1	chr20	4649208	4740668	-
ELH001679	HSALNG0128488	NONHSAG110517.1	chr20	6786298	6787385	+
ELH001632	HSALNG0128839	NONHSAG110524.1	chr20	16378800	16380254	+
ELH001644	HSALNG0129634	NONHSAG081473.1	chr20	33401595	33410269	+
ELH001645	HSALNG0129673	NONHSAG031636.3	chr20	33786425	33812320	-
ELH001648	HSALNG0130284	NONHSAG081977.1	chr20	44089866	44172382	-
ELH001652	HSALNG0130437	NONHSAG081993.1	chr20	45892694	45893419	-
ELH001655	HSALNG0130501	N.A.	chr20	46709661	46710495	+
ELH001656	HSALNG0130502	NONHSAG031900.2	chr20	46726287	46734089	+
