Lncbook_id,Noncode_id,UID,Lncbook_trans_id,chr,start,end,strand,exon_num,exon_pos,NONCODE_TRANSCRIPT_ID,transcript_id,Organism
HSALNG0054798,NONHSAG045306.2,ELH002148,HSALNT0288886,chr6,160003291,160007664,-,3,"160003291-160003387,160004951-160005158,160006481-160007664",,HSALNT0288886,Human
HSALNG0054798,NONHSAG045306.2,ELH002148,HSALNT0338143,chr6,160005002,160006309,-,2,"160005002-160005158,160006253-160006309",,HSALNT0338143,Human
HSALNG0055209,NONHSAG045430.3,ELH002151,HSALNT0116876,chr6,167821945,167826769,-,2,"167821945-167825551,167826656-167826769",,HSALNT0116876,Human
HSALNG0055209,NONHSAG045430.3,ELH002151,HSALNT0338563,chr6,167821421,167826788,-,4,"167821421-167824228,167824583-167824806,167825403-167825502,167826787-167826788",,HSALNT0338563,Human
HSALNG0055209,NONHSAG045430.3,ELH002151,HSALNT0338564,chr6,167821421,167826788,-,4,"167821421-167824228,167824583-167824806,167825403-167825550,167826787-167826788",,HSALNT0338564,Human
HSALNG0055209,NONHSAG045430.3,ELH002151,HSALNT0338565,chr6,167823342,167826812,-,3,"167826787-167826812,167825403-167825550,167823342-167824806",,HSALNT0338565,Human
HSALNG0055209,NONHSAG045430.3,ELH002151,HSALNT0338566,chr6,167822103,167826709,-,2,"167825403-167826709,167822103-167824806",,HSALNT0338566,Human
HSALNG0055209,NONHSAG045430.3,ELH002151,HSALNT0338567,chr6,167825029,167825460,-,3,"167825403-167825460,167825169-167825268,167825029-167825052",,HSALNT0338567,Human
HSALNG0055209,NONHSAG045430.3,ELH002151,HSALNT0338568,chr6,167824110,167824774,-,2,"167824583-167824774,167824110-167824228",,HSALNT0338568,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0117882,chr7,1738631,1742292,-,2,"1738631-1739536,1742210-1742292",,HSALNT0117882,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0117883,chr7,1738630,1742310,-,2,"1738630-1739202,1742209-1742310",,HSALNT0117883,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0289446,chr7,1738630,1742310,-,2,"1738630-1739535,1742209-1742310",,HSALNT0289446,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0338956,chr7,1738983,1742291,-,2,"1742209-1742291,1738983-1739535",,HSALNT0338956,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0338957,chr7,1738630,1742272,-,2,"1742209-1742272,1738630-1739202",,HSALNT0338957,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0338958,chr7,1738983,1742280,-,2,"1738983-1739535,1742209-1742280",,HSALNT0338958,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0338959,chr7,1738630,1742280,-,2,"1738630-1739202,1742209-1742280",,HSALNT0338959,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0338960,chr7,1738630,1742310,-,2,"1742209-1742310,1738630-1739338",,HSALNT0338960,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0338961,chr7,1738632,1742280,-,2,"1738632-1739202,1742209-1742280",,HSALNT0338961,Human
HSALNG0055679,NONHSAG046781.3,ELH002285,HSALNT0338962,chr7,1738873,1742280,-,2,"1738873-1739535,1742209-1742280",,HSALNT0338962,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0120311,chr7,27095648,27100155,+,4,"27095648-27095673,27096095-27096389,27098840-27099367,27099780-27100155",,HSALNT0120311,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0120312,chr7,27095886,27100196,+,3,"27095886-27096388,27099074-27099366,27099779-27100196",,HSALNT0120312,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0120313,chr7,27095886,27100196,+,2,"27095886-27096388,27099779-27100196",,HSALNT0120313,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0120315,chr7,27096092,27100196,+,2,"27096092-27096388,27099074-27100196",,HSALNT0120315,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0120317,chr7,27096094,27100258,+,3,"27096094-27096388,27099098-27099366,27099779-27100258",,HSALNT0120317,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0120323,chr7,27098839,27100139,+,2,"27098839-27099366,27099779-27100139",,HSALNT0120323,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339878,chr7,27096233,27099966,+,3,"27096233-27096388,27099074-27099366,27099779-27099966",,HSALNT0339878,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339879,chr7,27096124,27099966,+,3,"27096124-27096388,27099098-27099366,27099779-27099966",,HSALNT0339879,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339880,chr7,27096094,27100154,+,2,"27096094-27096388,27099779-27100154",,HSALNT0339880,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339881,chr7,27095647,27096327,+,2,"27095647-27095672,27096191-27096327",,HSALNT0339881,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339882,chr7,27099619,27100265,+,1,27099619-27100265,,HSALNT0339882,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339883,chr7,27096094,27100258,+,2,"27096094-27096388,27099779-27100258",,HSALNT0339883,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339884,chr7,27096094,27099966,+,2,"27096094-27096388,27099779-27099966",,HSALNT0339884,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339885,chr7,27096224,27099964,+,3,"27096224-27096388,27099074-27099366,27099779-27099964",,HSALNT0339885,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339886,chr7,27096112,27100256,+,2,"27096112-27096388,27099779-27100256",,HSALNT0339886,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339887,chr7,27096170,27099966,+,3,"27096170-27096388,27099074-27099366,27099779-27099966",,HSALNT0339887,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339888,chr7,27096112,27100154,+,2,"27096112-27096388,27099779-27100154",,HSALNT0339888,Human
HSALNG0056850,NONHSAG096227.2,ELH002288,HSALNT0339889,chr7,27097748,27102043,+,3,"27097748-27098142,27099074-27099366,27099779-27102043",,HSALNT0339889,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120328,chr7,27107777,27122173,+,3,"27107777-27107869,27110035-27110195,27121919-27122173",,HSALNT0120328,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120329,chr7,27107915,27108709,+,3,"27107915-27108002,27108079-27108168,27108610-27108709",,HSALNT0120329,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120330,chr7,27109197,27122876,+,3,"27109197-27109263,27110035-27110195,27121919-27122876",,HSALNT0120330,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120332,chr7,27113890,27128579,+,5,"27113890-27113993,27121919-27123225,27123460-27123638,27123923-27124610,27128200-27128579",,HSALNT0120332,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120334,chr7,27113936,27122199,+,2,"27113936-27113993,27121919-27122199",,HSALNT0120334,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120335,chr7,27113937,27128579,+,5,"27113937-27113993,27121919-27122666,27123460-27123638,27124331-27124610,27128200-27128579",,HSALNT0120335,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120337,chr7,27115405,27122173,+,2,"27115405-27115571,27121919-27122173",,HSALNT0120337,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120338,chr7,27116036,27116664,+,1,27116036-27116664,,HSALNT0120338,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120340,chr7,27120937,27122650,+,2,"27120937-27121193,27121919-27122650",,HSALNT0120340,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120343,chr7,27122443,27123818,+,2,"27122443-27122666,27123460-27123818",,HSALNT0120343,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120344,chr7,27122548,27134302,+,4,"27122548-27122666,27123460-27123638,27124331-27124610,27134081-27134302",,HSALNT0120344,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120345,chr7,27122576,27128693,+,3,"27122576-27122666,27123460-27123638,27128200-27128693",,HSALNT0120345,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120347,chr7,27123168,27124267,+,3,"27123168-27123225,27123460-27123638,27124012-27124267",,HSALNT0120347,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120350,chr7,27130894,27139583,+,2,"27130894-27131014,27134081-27139583",,HSALNT0120350,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0120351,chr7,27130894,27139583,+,3,"27130894-27131014,27131829-27131968,27134081-27139583",,HSALNT0120351,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339890,chr7,27123168,27124167,+,3,"27123168-27123225,27123460-27123638,27124012-27124167",,HSALNT0339890,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339891,chr7,27107777,27128758,+,6,"27107777-27107869,27110035-27110195,27121919-27122026,27122467-27122666,27123460-27124610,27128200-27128758",,HSALNT0339891,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339892,chr7,27113656,27128758,+,5,"27113656-27113993,27121919-27122026,27122467-27122666,27123460-27124610,27128200-27128758",,HSALNT0339892,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339893,chr7,27115348,27122883,+,2,"27115348-27116343,27121919-27122883",,HSALNT0339893,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339894,chr7,27115455,27128758,+,5,"27115455-27115571,27121919-27122026,27122467-27122666,27123460-27124610,27128200-27128758",,HSALNT0339894,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339895,chr7,27120937,27122883,+,2,"27120937-27121193,27121919-27122883",,HSALNT0339895,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339896,chr7,27108005,27122879,+,3,"27108005-27108085,27109195-27109263,27121919-27122879",,HSALNT0339896,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339897,chr7,27108005,27122887,+,2,"27108005-27108085,27121919-27122887",,HSALNT0339897,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339898,chr7,27122539,27123818,+,2,"27122539-27122666,27123460-27123818",,HSALNT0339898,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339899,chr7,27115348,27122173,+,2,"27115348-27115571,27121919-27122173",,HSALNT0339899,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339900,chr7,27113951,27122199,+,2,"27113951-27113993,27121919-27122199",,HSALNT0339900,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339901,chr7,27118203,27122738,+,3,"27118203-27118280,27121919-27122026,27122467-27122738",,HSALNT0339901,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339902,chr7,27113628,27122738,+,3,"27113628-27113993,27121919-27122026,27122467-27122738",,HSALNT0339902,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339903,chr7,27113628,27128579,+,4,"27113628-27113993,27121919-27123225,27123460-27123638,27128200-27128579",,HSALNT0339903,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339904,chr7,27113628,27127104,+,5,"27113628-27113993,27116041-27116343,27121919-27123225,27123460-27123638,27124331-27127104",,HSALNT0339904,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339905,chr7,27131002,27139583,+,2,"27131002-27131014,27134081-27139583",,HSALNT0339905,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339906,chr7,27131002,27139583,+,3,"27131002-27131014,27131829-27131968,27134081-27139583",,HSALNT0339906,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339907,chr7,27121827,27122739,+,2,"27121827-27122026,27122467-27122739",,HSALNT0339907,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339908,chr7,27113951,27114747,+,3,"27113951-27113993,27114306-27114384,27114526-27114747",,HSALNT0339908,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339909,chr7,27121917,27128760,+,4,"27121917-27122026,27122467-27122666,27123460-27124610,27128200-27128760",,HSALNT0339909,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339910,chr7,27115348,27123377,+,2,"27115348-27116343,27121919-27123377",,HSALNT0339910,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339911,chr7,27121919,27128760,+,4,"27121919-27122026,27122467-27122666,27123460-27123638,27128200-27128760",,HSALNT0339911,Human
HSALNG0056854,NONHSAG047182.2,ELH002289,HSALNT0339915,chr7,27131002,27139583,+,1,27131002-27139583,,HSALNT0339915,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0120349,chr7,27129977,27152576,+,3,"27129977-27130148,27151575-27151681,27152294-27152576",,HSALNT0120349,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0120352,chr7,27140468,27145896,+,2,"27140468-27142032,27145823-27145896",,HSALNT0120352,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0120353,chr7,27140468,27145896,+,2,"27140468-27142039,27145827-27145896",,HSALNT0120353,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0120357,chr7,27147483,27152703,+,3,"27147483-27147586,27151575-27151681,27152294-27152703",,HSALNT0120357,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0120359,chr7,27150052,27152726,+,2,"27150052-27151681,27152294-27152726",,HSALNT0120359,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0289449,chr7,27150053,27152726,+,3,"27147163-27147412,27151575-27151681,27152294-27155928",,HSALNT0289449,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0339916,chr7,27147163,27155928,+,3,"27147163-27147412,27151575-27151681,27152294-27155928",,HSALNT0339916,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0339917,chr7,27140364,27152697,+,3,"27140364-27140539,27151575-27151681,27152294-27152697",,HSALNT0339917,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0339918,chr7,27147163,27154285,+,3,"27147163-27147412,27151575-27151681,27152294-27154285",,HSALNT0339918,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0339920,chr7,27147483,27152699,+,3,"27147483-27147586,27151575-27151681,27152294-27152699",,HSALNT0339920,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0339921,chr7,27150052,27152725,+,2,"27150052-27151681,27152294-27152725",,HSALNT0339921,Human
HSALNG0056858,NONHSAG096230.2,ELH002290,HSALNT0339922,chr7,27147956,27153781,+,3,"27147956-27148503,27151575-27151681,27152294-27153781",,HSALNT0339922,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0120371,chr7,27185397,27189293,+,2,"27185397-27186263,27188601-27189293",,HSALNT0120371,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0120376,chr7,27188029,27189293,+,2,"27188029-27188253,27188601-27189293",,HSALNT0120376,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0289005,chr7,27185408,27189293,+,2,"27185408-27186263,27188601-27189293",,HSALNT0289005,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339932,chr7,27186050,27187388,+,2,"27186050-27186263,27186683-27187388",,HSALNT0339932,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339933,chr7,27186050,27189285,+,2,"27186050-27186263,27188601-27189285",,HSALNT0339933,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339934,chr7,27184458,27192640,+,2,"27184458-27186263,27186683-27192640",,HSALNT0339934,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339935,chr7,27184458,27192640,+,1,27184458-27192640,,HSALNT0339935,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339936,chr7,27187819,27189222,+,2,"27187819-27188020,27188601-27189222",,HSALNT0339936,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339937,chr7,27184507,27189298,+,3,"27184507-27185084,27186109-27186263,27188601-27189298",,HSALNT0339937,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339938,chr7,27185534,27187153,+,2,"27185534-27186263,27186683-27187153",,HSALNT0339938,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339939,chr7,27184671,27189169,+,5,"27184671-27185244,27185409-27185632,27185748-27185964,27186109-27186263,27188601-27189169",,HSALNT0339939,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339940,chr7,27185235,27186229,+,2,"27185235-27185603,27185748-27186229",,HSALNT0339940,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339941,chr7,27184572,27188797,+,2,"27184572-27185084,27188601-27188797",,HSALNT0339941,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339942,chr7,27185423,27189298,+,3,"27185423-27185632,27186072-27186263,27188601-27189298",,HSALNT0339942,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339943,chr7,27185432,27188897,+,2,"27185432-27185632,27188601-27188897",,HSALNT0339943,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339944,chr7,27186134,27189083,+,3,"27186134-27186263,27186683-27186891,27188601-27189083",,HSALNT0339944,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339945,chr7,27185397,27189297,+,2,"27185397-27186263,27188601-27189297",,HSALNT0339945,Human
HSALNG0056865,NONHSAG047191.3,ELH002291,HSALNT0339946,chr7,27185408,27189293,+,2,"27185408-27186263,27188601-27189293",,HSALNT0339946,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120381,chr7,27198575,27201236,+,2,"27198575-27198741,27200623-27201236",,HSALNT0120381,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120382,chr7,27200291,27207757,+,3,"27200291-27200521,27200623-27202638,27204808-27207757",,HSALNT0120382,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120383,chr7,27200291,27207757,+,3,"27200291-27200521,27200623-27201687,27201842-27207757",,HSALNT0120383,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120385,chr7,27200291,27207757,+,3,"27200291-27200521,27200623-27202638,27203181-27207757",,HSALNT0120385,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120386,chr7,27200304,27207757,+,4,"27200304-27200521,27200623-27201787,27202528-27202638,27204712-27207757",,HSALNT0120386,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120387,chr7,27200318,27207757,+,4,"27200318-27200521,27200623-27201691,27201842-27202806,27204096-27207757",,HSALNT0120387,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120388,chr7,27200318,27207757,+,3,"27200318-27200521,27200623-27201787,27204712-27207757",,HSALNT0120388,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120390,chr7,27200421,27207259,+,3,"27200421-27200521,27200623-27202638,27204712-27207259",,HSALNT0120390,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120392,chr7,27200428,27207757,+,3,"27200428-27200521,27200611-27202638,27204712-27207757",,HSALNT0120392,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0120397,chr7,27202022,27207260,+,2,"27202022-27202639,27204713-27207260",,HSALNT0120397,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339947,chr7,27198575,27201821,+,2,"27198575-27198741,27200623-27201821",,HSALNT0339947,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339948,chr7,27200437,27202822,+,2,"27200437-27200521,27200623-27202822",,HSALNT0339948,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339949,chr7,27201844,27207259,+,2,"27201844-27202638,27204712-27207259",,HSALNT0339949,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339950,chr7,27199245,27201823,+,2,"27199245-27199330,27200623-27201823",,HSALNT0339950,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339951,chr7,27200446,27202613,+,2,"27200446-27201590,27202528-27202613",,HSALNT0339951,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339952,chr7,27200446,27204895,+,3,"27200446-27201787,27202528-27202638,27204712-27204895",,HSALNT0339952,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339953,chr7,27200446,27207418,+,3,"27200446-27200521,27200623-27201787,27204712-27207418",,HSALNT0339953,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339954,chr7,27200301,27207757,+,3,"27200301-27200521,27200623-27201687,27201842-27207757",,HSALNT0339954,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339955,chr7,27200301,27207757,+,3,"27200301-27200521,27200623-27203322,27204712-27207757",,HSALNT0339955,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339956,chr7,27200316,27207757,+,4,"27200316-27200521,27200623-27201691,27201842-27202806,27204096-27207757",,HSALNT0339956,Human
HSALNG0056871,NONHSAG047197.2,ELH002292,HSALNT0339957,chr7,27200422,27207258,+,3,"27200422-27200521,27200623-27202638,27204808-27207258",,HSALNT0339957,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121041,chr7,34346513,34916824,-,20,"34346513-34350848,34416625-34416700,34417580-34417673,34566724-34566813,34567082-34567152,34568253-34568373,34569713-34569862,34616908-34617004,34643228-34643352,34703851-34704200,34718863-34719809,34720642-34720786,34723285-34723396,34728738-34728817,34758075-34758273,34761113-34761192,34768343-34768441,34834138-34834330,34871500-34871583,34916790-34916824",,HSALNT0121041,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121042,chr7,34346512,34758272,-,5,"34346512-34350847,34417579-34417672,34569712-34569861,34728737-34728816,34758074-34758272",,HSALNT0121042,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121043,chr7,34346512,34761191,-,5,"34346512-34350847,34417579-34417672,34569712-34569861,34728737-34728816,34761112-34761191",,HSALNT0121043,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121044,chr7,34350422,34871582,-,5,"34350422-34350847,34417579-34417672,34569712-34569861,34728737-34728816,34871499-34871582",,HSALNT0121044,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121049,chr7,34566723,34758272,-,6,"34566723-34566812,34567081-34567151,34569712-34569861,34704080-34704199,34728737-34728816,34758074-34758272",,HSALNT0121049,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121050,chr7,34568252,34758272,-,4,"34568252-34568372,34569712-34569861,34728737-34728816,34758074-34758272",,HSALNT0121050,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121051,chr7,34616907,34871582,-,4,"34616907-34617003,34728737-34728816,34761112-34761191,34871499-34871582",,HSALNT0121051,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121052,chr7,34616907,34758272,-,3,"34616907-34617003,34728737-34728816,34758074-34758272",,HSALNT0121052,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121056,chr7,34703850,34761191,-,3,"34703850-34704199,34728737-34728816,34761112-34761191",,HSALNT0121056,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121058,chr7,34718862,34834329,-,6,"34718862-34719808,34720641-34720785,34723284-34723395,34728737-34728816,34761112-34761191,34834137-34834329",,HSALNT0121058,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121059,chr7,34718862,34834328,-,5,"34718862-34719808,34723284-34723392,34728737-34728816,34768342-34768440,34834161-34834328",,HSALNT0121059,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0121060,chr7,34718862,34834331,-,5,"34718862-34719808,34723284-34723395,34728737-34728816,34768342-34768440,34834161-34834331",,HSALNT0121060,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0340214,chr7,34346512,34758234,-,5,"34758074-34758234,34728737-34728816,34569712-34569861,34417579-34417672,34346512-34350847",,HSALNT0340214,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0340215,chr7,34643227,34871582,-,4,"34871499-34871582,34761112-34761191,34728737-34728816,34643227-34643351",,HSALNT0340215,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0340216,chr7,34718862,34834328,-,5,"34834161-34834328,34768342-34768440,34728737-34728816,34723284-34723395,34718862-34719808",,HSALNT0340216,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0340217,chr7,34350422,34761191,-,5,"34761112-34761191,34728737-34728816,34569712-34569861,34417579-34417672,34350422-34350847",,HSALNT0340217,Human
HSALNG0057178,NONHSAG047319.2,ELH002296,HSALNT0340218,chr7,34346512,34758272,-,4,"34758074-34758272,34728737-34728816,34417579-34417672,34346512-34350847",,HSALNT0340218,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0121668,chr7,41692540,41713171,+,2,"41692540-41694088,41710598-41713171",,HSALNT0121668,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0121670,chr7,41693916,41779388,+,4,"41693916-41694088,41710598-41710782,41772896-41772994,41776841-41779388",,HSALNT0121670,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0121672,chr7,41707123,41713171,+,4,"41707123-41707266,41708488-41709209,41710598-41710782,41711663-41713171",,HSALNT0121672,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0121673,chr7,41710230,41713171,+,2,"41710230-41710782,41711663-41713171",,HSALNT0121673,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0289011,chr7,41693916,41779378,+,4,"41693916-41694088,41710598-41710782,41772896-41772994,41776841-41779378",,HSALNT0289011,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340484,chr7,41693929,41713194,+,3,"41693929-41694088,41710598-41710782,41711663-41713194",,HSALNT0340484,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340485,chr7,41693994,41779306,+,3,"41693994-41694088,41710598-41710782,41776841-41779306",,HSALNT0340485,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340486,chr7,41693884,41713181,+,2,"41693884-41694088,41710598-41713181",,HSALNT0340486,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340487,chr7,41693977,41712376,+,3,"41693977-41694088,41710598-41710782,41711666-41712376",,HSALNT0340487,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340488,chr7,41705586,41713184,+,3,"41705586-41705878,41710598-41710782,41711663-41713184",,HSALNT0340488,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340489,chr7,41693916,41779378,+,4,"41693916-41694088,41710598-41710782,41772896-41772994,41776841-41779378",,HSALNT0340489,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340490,chr7,41693917,41713127,+,3,"41693917-41694088,41710598-41710782,41711666-41713127",,HSALNT0340490,Human
HSALNG0057479,NONHSAG047433.3,ELH002300,HSALNT0340491,chr7,41705277,41713171,+,2,"41705277-41705878,41710598-41713171",,HSALNT0340491,Human
