Lncbook_id,Noncode_id,UID,Lncbook_trans_id,chr,start,end,strand,exon_num,exon_pos,NONCODE_TRANSCRIPT_ID,transcript_id,Organism
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311750,chr3,49899165,49908392,+,4,"49899165-49899272,49899427-49899518,49903431-49904090,49906062-49908392",,HSALNT0311750,Human
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311751,chr3,49899191,49911519,+,4,"49899191-49899272,49899427-49899518,49903431-49904090,49911279-49911519",,HSALNT0311751,Human
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311752,chr3,49899191,49917117,+,6,"49899191-49899272,49899427-49899518,49903431-49904090,49911279-49911378,49912117-49912245,49916442-49917117",,HSALNT0311752,Human
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311753,chr3,49899191,49917117,+,5,"49899191-49899272,49899427-49899518,49903431-49904090,49911279-49911378,49916442-49917117",,HSALNT0311753,Human
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311754,chr3,49899191,49917113,+,5,"49899191-49899272,49899427-49899518,49903431-49904090,49911279-49911378,49916442-49917113",,HSALNT0311754,Human
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311755,chr3,49899191,49917113,+,6,"49899191-49899272,49899427-49899518,49903431-49904090,49911279-49911378,49912117-49912245,49916442-49917113",,HSALNT0311755,Human
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311756,chr3,49899191,49925038,+,7,"49899191-49899272,49899427-49899518,49903431-49904090,49911279-49911378,49912117-49912245,49916442-49916600,49924774-49925038",,HSALNT0311756,Human
HSALNG0025982,NONHSAG035096.2,ELH001882,HSALNT0311757,chr3,49899302,49903757,+,2,"49899302-49899518,49903431-49903757",,HSALNT0311757,Human
HSALNG0026147,,ELH001885,HSALNT0054671,chr3,52407179,52408047,-,3,"52407179-52407316,52407397-52407460,52407958-52408047",,HSALNT0054671,Human
HSALNG0026148,,ELH001886,HSALNT0054672,chr3,52408688,52409676,+,1,52408688-52409676,,HSALNT0054672,Human
HSALNG0026167,,ELH001887,HSALNT0054697,chr3,52536628,52579104,+,2,"52536628-52536773,52579018-52579104",,HSALNT0054697,Human
HSALNG0026384,,ELH001891,HSALNT0055067,chr3,57902659,57906284,-,3,"57902659-57904419,57905603-57905742,57905967-57906284",,HSALNT0055067,Human
HSALNG0026384,,ELH001891,HSALNT0055068,chr3,57902659,57906284,-,3,"57902659-57904419,57905603-57905679,57905967-57906284",,HSALNT0055068,Human
HSALNG0026384,,ELH001891,HSALNT0055069,chr3,57902659,57920296,-,5,"57902659-57904419,57905603-57905679,57905967-57906047,57917184-57917276,57919878-57920296",,HSALNT0055069,Human
HSALNG0026384,,ELH001891,HSALNT0055070,chr3,57902659,57920296,-,5,"57902659-57904419,57905603-57905742,57905967-57906047,57917184-57917276,57919878-57920296",,HSALNT0055070,Human
HSALNG0026384,,ELH001891,HSALNT0311965,chr3,57903640,57917529,-,4,"57903640-57904419,57905603-57905742,57905967-57906047,57917184-57917529",,HSALNT0311965,Human
HSALNG0026384,,ELH001891,HSALNT0311966,chr3,57903641,57920003,-,5,"57903641-57904419,57905603-57905679,57905967-57906047,57917184-57917276,57919878-57920003",,HSALNT0311966,Human
HSALNG0026384,,ELH001891,HSALNT0311967,chr3,57903641,57920014,-,5,"57903641-57904419,57905603-57905742,57905967-57906047,57917184-57917276,57919878-57920014",,HSALNT0311967,Human
HSALNG0026384,,ELH001891,HSALNT0311968,chr3,57905503,57917529,-,3,"57905503-57905679,57905967-57906047,57917184-57917529",,HSALNT0311968,Human
HSALNG0026384,,ELH001891,HSALNT0311969,chr3,57905503,57917529,-,3,"57905503-57905742,57905967-57906047,57917184-57917529",,HSALNT0311969,Human
HSALNG0026384,,ELH001891,HSALNT0311970,chr3,57905503,57917529,-,3,"57905503-57906047,57911887-57911921,57917184-57917529",,HSALNT0311970,Human
HSALNG0026384,,ELH001891,HSALNT0311971,chr3,57905503,57920276,-,3,"57905503-57906047,57917184-57917276,57919878-57920276",,HSALNT0311971,Human
HSALNG0026384,,ELH001891,HSALNT0311972,chr3,57904285,57919094,-,4,"57917184-57919094,57905967-57906047,57905603-57905742,57904285-57904419",,HSALNT0311972,Human
HSALNG0026384,,ELH001891,HSALNT0311973,chr3,57904285,57919094,-,5,"57917184-57919094,57911887-57911921,57905967-57906047,57905603-57905742,57904285-57904419",,HSALNT0311973,Human
HSALNG0026384,,ELH001891,HSALNT0311974,chr3,57904285,57919094,-,4,"57917184-57919094,57905967-57906047,57905603-57905742,57904285-57904415",,HSALNT0311974,Human
HSALNG0026384,,ELH001891,HSALNT0311975,chr3,57904285,57920752,-,5,"57919878-57920752,57917184-57917276,57905967-57906047,57905603-57905742,57904285-57904419",,HSALNT0311975,Human
HSALNG0026384,,ELH001891,HSALNT0311976,chr3,57904285,57919094,-,3,"57917184-57919094,57905603-57905742,57904285-57904419",,HSALNT0311976,Human
HSALNG0026384,,ELH001891,HSALNT0311977,chr3,57904285,57919094,-,4,"57917184-57919094,57911887-57911921,57905603-57905679,57904285-57904419",,HSALNT0311977,Human
HSALNG0026384,,ELH001891,HSALNT0311978,chr3,57904285,57919094,-,3,"57917184-57919094,57905603-57905679,57904285-57904419",,HSALNT0311978,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055224,chr3,59050185,59119284,+,2,"59050185-59050206,59118946-59119284",,HSALNT0055224,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055225,chr3,59050296,59119259,+,2,"59050296-59050352,59118946-59119259",,HSALNT0055225,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055226,chr3,59065150,59119509,+,2,"59065150-59065266,59118946-59119509",,HSALNT0055226,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055227,chr3,59065151,59119510,+,2,"59065151-59065267,59118947-59119510",,HSALNT0055227,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055228,chr3,59065237,59125189,+,3,"59065237-59065266,59118946-59119089,59124537-59125189",,HSALNT0055228,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055229,chr3,59095359,59125189,+,3,"59095359-59095433,59118946-59119089,59124536-59125189",,HSALNT0055229,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055230,chr3,59118495,59125189,+,2,"59118495-59119089,59124536-59125189",,HSALNT0055230,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055236,chr3,59189627,59379066,+,4,"59189627-59190234,59192454-59192514,59361500-59361544,59378957-59379066",,HSALNT0055236,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055237,chr3,59189695,59301641,+,3,"59189695-59190234,59192454-59192514,59301609-59301641",,HSALNT0055237,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055250,chr3,59438441,59814576,+,4,"59438441-59439052,59475283-59475343,59536933-59536997,59809732-59814576",,HSALNT0055250,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055251,chr3,59438504,59882128,+,7,"59438504-59439200,59536933-59536997,59736219-59736523,59809732-59810583,59824629-59824717,59826453-59826538,59878981-59882128",,HSALNT0055251,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055252,chr3,59438604,59814576,+,4,"59438604-59439052,59487478-59487627,59536933-59536997,59809732-59814576",,HSALNT0055252,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055253,chr3,59438788,59442146,+,2,"59438788-59439052,59441985-59442146",,HSALNT0055253,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055256,chr3,59512275,59814576,+,3,"59512275-59512716,59536933-59536997,59809732-59814576",,HSALNT0055256,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055257,chr3,59535164,59814576,+,3,"59535164-59535232,59536933-59536997,59809732-59814576",,HSALNT0055257,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055258,chr3,59535366,59814576,+,3,"59535366-59535439,59536933-59536997,59809732-59814576",,HSALNT0055258,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055260,chr3,59536932,59814576,+,3,"59536932-59536997,59736219-59736523,59809732-59814576",,HSALNT0055260,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055271,chr3,59599737,59641628,+,3,"59599737-59599763,59640262-59640374,59641521-59641628",,HSALNT0055271,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055274,chr3,59641620,59814576,+,4,"59641620-59641789,59642639-59642708,59736219-59736523,59809732-59814576",,HSALNT0055274,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055275,chr3,59641620,59814576,+,3,"59641620-59641789,59736219-59736523,59809732-59814576",,HSALNT0055275,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055283,chr3,59730028,59736530,+,2,"59730028-59730214,59736219-59736530",,HSALNT0055283,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055284,chr3,59784096,59814576,+,3,"59784096-59784124,59784229-59784335,59809732-59814576",,HSALNT0055284,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055285,chr3,59806552,59814576,+,2,"59806552-59806583,59809732-59814576",,HSALNT0055285,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055286,chr3,59809309,59882128,+,5,"59809309-59809331,59809732-59810583,59824629-59824717,59826453-59826538,59878981-59882128",,HSALNT0055286,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055287,chr3,59851020,59879072,+,6,"59851020-59851123,59851211-59851298,59852751-59852792,59860201-59860355,59860968-59861170,59878982-59879072",,HSALNT0055287,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0055288,chr3,59860321,59861171,+,2,"59860321-59860354,59860967-59861171",,HSALNT0055288,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312021,chr3,59050164,59119525,+,2,"59050164-59050352,59118946-59119525",,HSALNT0312021,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312022,chr3,59050182,59235634,+,4,"59050182-59050352,59118946-59119089,59124537-59124611,59235337-59235634",,HSALNT0312022,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312023,chr3,59065572,59235632,+,5,"59065572-59065694,59071505-59071706,59118946-59119841,59124537-59124611,59235337-59235632",,HSALNT0312023,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312024,chr3,59065522,59119997,+,3,"59065522-59065694,59071505-59071706,59118946-59119997",,HSALNT0312024,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312025,chr3,59050164,59120004,+,2,"59050164-59050287,59118946-59120004",,HSALNT0312025,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312026,chr3,59065498,59119999,+,2,"59065498-59065694,59118946-59119999",,HSALNT0312026,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312027,chr3,59050164,59754808,+,7,"59050164-59050206,59118946-59119089,59124537-59124611,59361500-59361544,59536933-59536997,59736219-59736523,59754393-59754808",,HSALNT0312027,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312028,chr3,59065489,59236057,+,5,"59065489-59065694,59090333-59090385,59118946-59119089,59124537-59124611,59235337-59236057",,HSALNT0312028,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312029,chr3,59065512,59379258,+,5,"59065512-59065694,59118946-59119089,59124537-59124611,59361500-59361544,59378957-59379258",,HSALNT0312029,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312030,chr3,59050176,59277388,+,4,"59050176-59050287,59118946-59119089,59124537-59124611,59277328-59277388",,HSALNT0312030,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312031,chr3,59086844,59815354,+,7,"59086844-59086922,59090333-59090385,59118946-59119089,59124537-59124611,59361500-59361544,59536933-59536997,59809732-59815354",,HSALNT0312031,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312032,chr3,59809271,59815227,+,2,"59809271-59809331,59809732-59815227",,HSALNT0312032,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312033,chr3,59050176,59379218,+,5,"59050176-59050352,59118946-59119089,59124537-59124611,59361500-59361544,59378957-59379218",,HSALNT0312033,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312034,chr3,59050176,59277388,+,4,"59050176-59050352,59118946-59119089,59124537-59124611,59277328-59277388",,HSALNT0312034,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312035,chr3,59050176,59536998,+,5,"59050176-59050287,59118946-59119089,59124537-59124611,59361500-59361544,59536933-59536998",,HSALNT0312035,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312036,chr3,59086689,59536998,+,7,"59086689-59086725,59086840-59086922,59090333-59090385,59118946-59119089,59124537-59124611,59361500-59361544,59536933-59536998",,HSALNT0312036,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312037,chr3,59809269,59811310,+,2,"59809269-59809331,59809732-59811310",,HSALNT0312037,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312038,chr3,59845350,59870869,+,3,"59845350-59851297,59860967-59861169,59870668-59870869",,HSALNT0312038,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312039,chr3,59845350,59879912,+,3,"59845350-59851297,59860967-59861169,59878981-59879912",,HSALNT0312039,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312040,chr3,59850926,59879503,+,4,"59850926-59851297,59852750-59852791,59860967-59861169,59878981-59879503",,HSALNT0312040,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312041,chr3,59850926,59879503,+,3,"59850926-59851297,59860967-59861169,59878981-59879503",,HSALNT0312041,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312042,chr3,59850926,59879503,+,3,"59850926-59851122,59860967-59861169,59878981-59879503",,HSALNT0312042,Human
HSALNG0026453,NONHSAG035287.2,ELH001892,HSALNT0312043,chr3,59850926,59870851,+,4,"59850926-59851297,59852750-59852791,59860967-59861169,59870668-59870851",,HSALNT0312043,Human
HSALNG0026690,NONHSAG085571.1,ELH001896,HSALNT0055821,chr3,69000976,69004709,-,2,"69000976-69001714,69004378-69004709",,HSALNT0055821,Human
HSALNG0026713,,ELH001898,HSALNT0055870,chr3,69859187,69888634,-,3,"69859187-69859723,69877872-69877957,69888446-69888634",,HSALNT0055870,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056415,chr3,75672273,75679302,+,5,"75672273-75672769,75673194-75673238,75673847-75674006,75675764-75675880,75678833-75679302",,HSALNT0056415,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056416,chr3,75672392,75679304,+,6,"75672392-75672770,75673195-75673239,75673848-75674007,75674414-75675881,75675969-75676626,75678834-75679304",,HSALNT0056416,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056417,chr3,75672713,75676210,+,5,"75672713-75672769,75673194-75673238,75673847-75674006,75675764-75675880,75675968-75676210",,HSALNT0056417,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056418,chr3,75672713,75679730,+,4,"75672713-75672769,75673194-75673238,75675764-75675880,75678833-75679730",,HSALNT0056418,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056419,chr3,75672713,75679730,+,3,"75672713-75672769,75673194-75673238,75678833-75679730",,HSALNT0056419,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056421,chr3,75674413,75676625,+,2,"75674413-75675880,75675968-75676625",,HSALNT0056421,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056427,chr3,75716550,75719278,+,2,"75716550-75716912,75718102-75719278",,HSALNT0056427,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056428,chr3,75716846,75740826,+,2,"75716846-75716912,75740593-75740826",,HSALNT0056428,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056429,chr3,75717209,75719609,+,2,"75717209-75718272,75719573-75719609",,HSALNT0056429,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0056431,chr3,75736277,75740826,+,2,"75736277-75736311,75740593-75740826",,HSALNT0056431,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312635,chr3,75672100,75688421,+,2,"75672100-75672769,75686298-75688421",,HSALNT0312635,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312636,chr3,75672282,75679302,+,5,"75672282-75672769,75673194-75673238,75675764-75675880,75675968-75676128,75678833-75679302",,HSALNT0312636,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312637,chr3,75672282,75679302,+,4,"75672282-75672769,75675764-75675880,75675968-75676128,75678833-75679302",,HSALNT0312637,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312638,chr3,75672281,75679303,+,5,"75672281-75672769,75673194-75673238,75673847-75674006,75675764-75675880,75678833-75679303",,HSALNT0312638,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312639,chr3,75672284,75679043,+,2,"75672284-75675880,75675968-75679043",,HSALNT0312639,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312640,chr3,75672391,75679314,+,6,"75672391-75672769,75673194-75673238,75673847-75674006,75675764-75675880,75675968-75676128,75678833-75679314",,HSALNT0312640,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312641,chr3,75672684,75679300,+,3,"75672684-75672769,75675764-75675880,75678833-75679300",,HSALNT0312641,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312642,chr3,75672372,75687323,+,5,"75672372-75672769,75673194-75673238,75673847-75674006,75675764-75675880,75686298-75687323",,HSALNT0312642,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312643,chr3,75672695,75679314,+,5,"75672695-75672769,75673194-75673238,75675764-75675880,75675968-75676128,75678833-75679314",,HSALNT0312643,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312644,chr3,75672684,75679300,+,4,"75672684-75672769,75673194-75673238,75675764-75675880,75678833-75679300",,HSALNT0312644,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312645,chr3,75672708,75679314,+,4,"75672708-75672769,75675764-75675880,75675968-75676128,75678833-75679314",,HSALNT0312645,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312646,chr3,75672300,75742048,+,2,"75672300-75672769,75740593-75742048",,HSALNT0312646,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312647,chr3,75672585,75680092,+,5,"75672585-75672769,75673194-75673238,75673847-75674006,75675764-75675880,75678833-75680092",,HSALNT0312647,Human
HSALNG0026932,NONHSAG035456.3,ELH001899,HSALNT0312648,chr3,75672713,75679730,+,5,"75672713-75672769,75673194-75673238,75673847-75674006,75675764-75675880,75678833-75679730",,HSALNT0312648,Human
HSALNG0027090,NONHSAG111275.1,ELH001901,HSALNT0056717,chr3,81761307,81761666,+,1,81761307-81761666,,HSALNT0056717,Human
HSALNG0027335,,ELH001905,HSALNT0057199,chr3,93997253,94003967,+,2,"93997253-93997301,94003659-94003967",,HSALNT0057199,Human
HSALNG0028306,,ELH001798,HSALNT0059345,chr3,119402311,119404712,-,2,"119402311-119402597,119404367-119404712",,HSALNT0059345,Human
HSALNG0028306,,ELH001798,HSALNT0314112,chr3,119402404,119418215,-,3,"119402404-119402597,119404367-119404584,119418117-119418215",,HSALNT0314112,Human
HSALNG0028322,,ELH001799,HSALNT0059368,chr3,119498532,119517315,+,6,"119498532-119498588,119500695-119500860,119503532-119503620,119503954-119504021,119513641-119513719,119517205-119517315",,HSALNT0059368,Human
HSALNG0028322,,ELH001799,HSALNT0059370,chr3,119498567,119517315,+,6,"119498567-119498942,119500695-119500860,119503532-119503620,119503954-119504021,119513641-119513719,119517205-119517315",,HSALNT0059370,Human
HSALNG0028322,,ELH001799,HSALNT0059371,chr3,119498567,119517315,+,6,"119498567-119499022,119500695-119500860,119503532-119503620,119503954-119504021,119513641-119513719,119517205-119517315",,HSALNT0059371,Human
HSALNG0028482,NONHSAG085708.2,ELH001800,HSALNT0059578,chr3,122254321,122298413,-,5,"122254321-122255364,122262351-122262463,122263934-122264102,122297098-122297231,122298247-122298413",,HSALNT0059578,Human
HSALNG0028482,NONHSAG085708.2,ELH001800,HSALNT0059580,chr3,122293637,122298413,-,3,"122293637-122295770,122297098-122297231,122298247-122298413",,HSALNT0059580,Human
HSALNG0028482,NONHSAG085708.2,ELH001800,HSALNT0059581,chr3,122293637,122306251,-,3,"122293637-122295770,122297098-122297226,122306190-122306251",,HSALNT0059581,Human
HSALNG0028482,NONHSAG085708.2,ELH001800,HSALNT0059582,chr3,122293637,122306508,-,3,"122293637-122295770,122297098-122297231,122306357-122306508",,HSALNT0059582,Human
HSALNG0028482,NONHSAG085708.2,ELH001800,HSALNT0059583,chr3,122293637,122306508,-,4,"122293637-122295770,122297098-122297231,122306190-122306254,122306357-122306508",,HSALNT0059583,Human
HSALNG0028482,NONHSAG085708.2,ELH001800,HSALNT0059584,chr3,122293695,122306414,-,3,"122293695-122295771,122297099-122297232,122306358-122306414",,HSALNT0059584,Human
HSALNG0028482,NONHSAG085708.2,ELH001800,HSALNT0059585,chr3,122295228,122297231,-,2,"122295228-122295370,122297097-122297231",,HSALNT0059585,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059686,chr3,123584697,123612656,+,5,"123584697-123584904,123585494-123585553,123585647-123585801,123611235-123611355,123612239-123612656",,HSALNT0059686,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059687,chr3,123585116,123612318,+,5,"123585116-123585245,123585494-123585553,123585642-123585801,123611235-123611355,123612239-123612318",,HSALNT0059687,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059688,chr3,123585116,123631526,+,6,"123585116-123585245,123585494-123585553,123585642-123585801,123611235-123611355,123629491-123629681,123630496-123631526",,HSALNT0059688,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059689,chr3,123585116,123631526,+,5,"123585116-123585245,123585494-123585553,123585642-123585801,123629491-123629681,123630496-123631526",,HSALNT0059689,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059690,chr3,123585116,123612318,+,4,"123585116-123585553,123585642-123585801,123611235-123611355,123612239-123612318",,HSALNT0059690,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059691,chr3,123585116,123631526,+,4,"123585116-123585553,123585642-123585801,123629494-123629681,123630496-123631526",,HSALNT0059691,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059692,chr3,123585164,123612318,+,4,"123585164-123585553,123585647-123585801,123611235-123611355,123612239-123612318",,HSALNT0059692,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059693,chr3,123585164,123631526,+,5,"123585164-123585553,123585647-123585801,123611235-123611355,123629494-123629681,123630496-123631526",,HSALNT0059693,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059694,chr3,123585164,123631526,+,5,"123585164-123585553,123585642-123585794,123611235-123611355,123629491-123629681,123630496-123631526",,HSALNT0059694,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059695,chr3,123585164,123631526,+,5,"123585164-123585553,123585642-123585794,123611235-123611355,123629494-123629566,123630496-123631526",,HSALNT0059695,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059696,chr3,123585164,123631526,+,5,"123585164-123585553,123585642-123585794,123611235-123611355,123629494-123629681,123630496-123631526",,HSALNT0059696,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059697,chr3,123585164,123631526,+,5,"123585164-123585553,123585642-123585801,123611235-123611355,123629494-123629566,123630496-123631526",,HSALNT0059697,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059698,chr3,123585164,123631526,+,5,"123585164-123585553,123585647-123585794,123611235-123611355,123629494-123629681,123630480-123631526",,HSALNT0059698,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059699,chr3,123585164,123631526,+,4,"123585164-123585553,123585642-123585794,123629494-123629681,123630496-123631526",,HSALNT0059699,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059700,chr3,123585164,123631526,+,3,"123585164-123585801,123629491-123629681,123630496-123631526",,HSALNT0059700,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059701,chr3,123585167,123631526,+,5,"123585167-123585245,123585292-123585553,123585647-123585801,123629494-123629681,123630496-123631526",,HSALNT0059701,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059702,chr3,123585168,123612318,+,4,"123585168-123585553,123585647-123585794,123611235-123611355,123612239-123612318",,HSALNT0059702,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059703,chr3,123585168,123631526,+,5,"123585168-123585553,123585642-123585794,123611235-123611355,123629494-123629681,123630480-123631526",,HSALNT0059703,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059704,chr3,123585168,123631526,+,3,"123585168-123585553,123585642-123585794,123629494-123631526",,HSALNT0059704,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059705,chr3,123585317,123607356,+,4,"123585317-123585553,123585642-123590309,123590321-123603365,123603414-123607356",,HSALNT0059705,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059708,chr3,123585360,123611418,+,3,"123585360-123585553,123585647-123585801,123611235-123611418",,HSALNT0059708,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059709,chr3,123585431,123629722,+,4,"123585431-123585553,123585647-123585794,123611235-123611355,123629491-123629722",,HSALNT0059709,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059710,chr3,123585513,123630819,+,4,"123585513-123585553,123585647-123585801,123629494-123629681,123630496-123630819",,HSALNT0059710,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059712,chr3,123585513,123630819,+,3,"123585513-123585801,123629494-123629681,123630496-123630819",,HSALNT0059712,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059714,chr3,123585542,123644568,+,4,"123585542-123585801,123629494-123629681,123630496-123630569,123644504-123644568",,HSALNT0059714,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059716,chr3,123585556,123629720,+,2,"123585556-123585794,123629491-123629720",,HSALNT0059716,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059717,chr3,123585556,123612664,+,3,"123585556-123585801,123611235-123611355,123612239-123612664",,HSALNT0059717,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059718,chr3,123585556,123614189,+,3,"123585556-123585801,123611235-123611355,123614162-123614189",,HSALNT0059718,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059719,chr3,123585556,123659511,+,4,"123585556-123585801,123611235-123611355,123629494-123629681,123659136-123659511",,HSALNT0059719,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059720,chr3,123585556,123586784,+,1,123585556-123586784,,HSALNT0059720,Human
HSALNG0028546,NONHSAG035914.3,ELH001801,HSALNT0059721,chr3,123585556,123629822,+,2,"123585556-123585794,123629494-123629822",,HSALNT0059721,Human
